"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.237299158E1,4.505630493E-2,7.544311523E-2,9.854756927E0,9.855148697E0
2.238298858E1,4.490661621E-2,6.601272583E-2,9.858499146E0,9.858822429E0
2.239298458E1,4.520599365E-2,7.903564453E-2,9.862391052E0,9.862811338E0
2.240298058E1,3.951782227E-2,7.304809570E-2,9.862840118E0,9.863189793E0
2.241297758E1,4.610412598E-2,8.202941895E-2,9.859097900E0,9.859546938E0
2.242297458E1,3.951782227E-2,6.631210327E-2,9.859846344E0,9.860148522E0
2.243297058E1,3.742218018E-2,6.840774536E-2,9.865534515E0,9.865842656E0
2.244296788E1,4.595443726E-2,8.187973022E-2,9.863887939E0,9.864334817E0
2.245296488E1,4.056564331E-2,6.571334839E-2,9.866732025E0,9.867034239E0
2.246296087E1,4.760101318E-2,6.780899048E-2,9.867181091E0,9.867528901E0
2.247295787E1,3.921844482E-2,7.664062500E-2,9.864187317E0,9.864563006E0
2.248295388E1,3.996688843E-2,6.631210327E-2,9.861043854E0,9.861347805E0
2.249295088E1,4.924758911E-2,6.092330933E-2,9.867031403E0,9.867342382E0
2.250294687E1,3.936813354E-2,6.571334839E-2,9.857900391E0,9.858198020E0
2.251294488E1,4.460723877E-2,6.556365967E-2,9.863588562E0,9.863907325E0
2.252294188E1,4.400848389E-2,6.586303711E-2,9.856104126E0,9.856422436E0
2.253293988E1,3.757186890E-2,7.035369873E-2,9.863139496E0,9.863461968E0
2.254293787E1,3.951782227E-2,7.993377686E-2,9.858648834E0,9.859052079E0
2.255293487E1,3.787124634E-2,8.008346558E-2,9.857900391E0,9.858298418E0
2.256293187E1,3.772155762E-2,7.020401001E-2,9.852212219E0,9.852534554E0
2.257292888E1,4.415817261E-2,6.900650024E-2,9.850565643E0,9.850906320E0
2.258292588E1,4.715194702E-2,7.529342651E-2,9.870923309E0,9.871323082E0
2.259292288E1,3.802093506E-2,6.945556641E-2,9.862241364E0,9.862559221E0
2.260291988E1,4.176315308E-2,7.484436035E-2,9.865983582E0,9.866355856E0
2.261291787E1,4.864883423E-2,7.050338745E-2,9.861492920E0,9.861864938E0
2.262291487E1,4.864883423E-2,6.795867920E-2,9.861792297E0,9.862146440E0
2.263291288E1,3.906875610E-2,6.960525513E-2,9.856702881E0,9.857026070E0
2.264291088E1,4.281097412E-2,6.960525513E-2,9.859846344E0,9.860184968E0
2.265290788E1,4.326004028E-2,7.319778442E-2,9.860744476E0,9.861111042E0
2.266290387E1,3.697311401E-2,7.214996338E-2,9.866133270E0,9.866466355E0
2.267289988E1,3.727249146E-2,7.514373779E-2,9.866881714E0,9.867238245E0
2.268289688E1,3.472778320E-2,7.050338745E-2,9.862540741E0,9.862853878E0
2.269289287E1,4.655319214E-2,6.256988525E-2,9.869426422E0,9.869734550E0
2.270289088E1,4.086502075E-2,7.694000244E-2,9.854756927E0,9.855141999E0
2.271288788E1,4.730163574E-2,6.975494385E-2,9.859546967E0,9.859907179E0
2.272288588E1,4.400848389E-2,7.185058594E-2,9.862840118E0,9.863200011E0
2.273288288E1,4.011657715E-2,7.110214233E-2,9.857002258E0,9.857340330E0
2.274287887E1,4.011657715E-2,7.394622803E-2,9.855954437E0,9.856313472E0
2.275287587E1,5.179229736E-2,7.035369873E-2,9.855954437E0,9.856341611E0
2.276287287E1,3.637435913E-2,6.002517700E-2,9.860445099E0,9.860694887E0
2.277286987E1,3.128494263E-2,6.286926270E-2,9.860445099E0,9.860695150E0
2.278286588E1,4.849914551E-2,7.364685059E-2,9.861941986E0,9.862336222E0
2.279286388E1,4.730163574E-2,7.783813477E-2,9.858948212E0,9.859368948E0
2.280286088E1,4.400848389E-2,7.080276489E-2,9.861193542E0,9.861545916E0
2.281285788E1,4.625381470E-2,7.394622803E-2,9.850415955E0,9.850802096E0
2.282285387E1,4.550537109E-2,7.095245361E-2,9.862989807E0,9.863349985E0
2.283285087E1,4.685256958E-2,7.798782349E-2,9.856852570E0,9.857272434E0
2.284284787E1,4.730163574E-2,6.810836792E-2,9.868528290E0,9.868876674E0
2.285284488E1,4.790039063E-2,7.469467163E-2,9.865235138E0,9.865634195E0
2.286284188E1,4.894821167E-2,7.484436035E-2,9.874216461E0,9.874621427E0
2.287283888E1,4.610412598E-2,7.185058594E-2,9.863887939E0,9.864257366E0
2.288283487E1,4.071533203E-2,7.394622803E-2,9.871372375E0,9.871733301E0
2.289283187E1,4.355941772E-2,6.107299805E-2,9.861043854E0,9.861329181E0
2.290282887E1,3.637435913E-2,7.289840698E-2,9.868228912E0,9.868565202E0
2.291282488E1,4.311035156E-2,7.813751221E-2,9.856403503E0,9.856807495E0
2.292282188E1,4.281097412E-2,7.065307617E-2,9.847272491E0,9.847619010E0
2.293281888E1,3.697311401E-2,7.259902954E-2,9.850266266E0,9.850603187E0
2.294281588E1,4.236190796E-2,6.376739502E-2,9.851613464E0,9.851910914E0
2.295281388E1,4.715194702E-2,8.232879639E-2,9.858050079E0,9.858506616E0
2.296281088E1,4.385879517E-2,7.783813477E-2,9.857451324E0,9.857856206E0
2.297280788E1,4.161346436E-2,6.391708374E-2,9.859546967E0,9.859841959E0
2.298280587E1,4.041595459E-2,7.499404907E-2,9.858648834E0,9.859016908E0
2.299280188E1,4.879852295E-2,7.873626709E-2,9.863139496E0,9.863574474E0
2.300279888E1,4.370910645E-2,7.095245361E-2,9.869576111E0,9.869927930E0
2.301279488E1,3.906875610E-2,7.125183105E-2,9.867031403E0,9.867366006E0
2.302278988E1,3.457809448E-2,7.185058594E-2,9.869276733E0,9.869598847E0
2.303278688E1,4.161346436E-2,8.023315430E-2,9.873318329E0,9.873732013E0
2.304278388E1,4.490661621E-2,6.631210327E-2,9.877060547E0,9.877385228E0
2.305277987E1,3.981719971E-2,6.451583862E-2,9.865235138E0,9.865526445E0
2.306277687E1,4.475692749E-2,7.454498291E-2,9.864037628E0,9.864420838E0
2.307277288E1,4.086502075E-2,7.933502197E-2,9.864636383E0,9.865040039E0
2.308276988E1,3.742218018E-2,7.035369873E-2,9.868827667E0,9.869149385E0
2.309276488E1,4.161346436E-2,6.765930176E-2,9.864636383E0,9.864956180E0
2.310276188E1,4.026626587E-2,6.960525513E-2,9.851314087E0,9.851642274E0
2.311275788E1,4.790039063E-2,6.616241455E-2,9.859546967E0,9.859885309E0
2.312275388E1,4.550537109E-2,6.915618896E-2,9.875713348E0,9.876060321E0
2.313275188E1,3.996688843E-2,7.005432129E-2,9.871372375E0,9.871701856E0
2.314274787E1,3.847000122E-2,7.065307617E-2,9.868079224E0,9.868407134E0
2.315274487E1,4.131408691E-2,6.915618896E-2,9.863289185E0,9.863618148E0
2.316274187E1,4.176315308E-2,7.259902954E-2,9.870474243E0,9.870829578E0
2.317273888E1,4.430786133E-2,7.214996338E-2,9.857601013E0,9.857964625E0
2.318273488E1,5.254074097E-2,6.601272583E-2,9.860295410E0,9.860656357E0
2.319273088E1,4.355941772E-2,7.080276489E-2,9.874665527E0,9.875015429E0
2.320272887E1,4.101470947E-2,6.271957397E-2,9.854607239E0,9.854892175E0
2.321272587E1,4.924758911E-2,7.259902954E-2,9.855056305E0,9.855446754E0
2.322272388E1,4.775070190E-2,7.035369873E-2,9.863139496E0,9.863505994E0
2.323271987E1,3.367996216E-2,7.604187012E-2,9.861792297E0,9.862142973E0
2.324271688E1,4.281097412E-2,7.694000244E-2,9.860145721E0,9.860538839E0
2.325271388E1,4.490661621E-2,7.723937988E-2,9.862540741E0,9.862945422E0
2.326271088E1,4.176315308E-2,8.008346558E-2,9.857601013E0,9.858014773E0
2.327270687E1,4.415817261E-2,7.679031372E-2,9.868378601E0,9.868776161E0
2.328270387E1,3.532653809E-2,7.888595581E-2,9.864337006E0,9.864715684E0
2.329269988E1,3.442840576E-2,6.212081909E-2,9.868228912E0,9.868484492E0
2.330269688E1,4.176315308E-2,6.676116943E-2,9.870025177E0,9.870339316E0
2.331269388E1,4.101470947E-2,6.810836792E-2,9.854158173E0,9.854478893E0
2.332269088E1,4.056564331E-2,8.038284302E-2,9.861492920E0,9.861903953E0
2.333268788E1,3.592529297E-2,7.409591675E-2,9.855655060E0,9.855999061E0
2.334268388E1,4.176315308E-2,7.454498291E-2,9.863588562E0,9.863958659E0
2.335267988E1,4.281097412E-2,7.409591675E-2,9.863289185E0,9.863660402E0
2.336267687E1,4.775070190E-2,7.619155884E-2,9.875863037E0,9.876272374E0
2.337267387E1,3.802093506E-2,6.167175293E-2,9.871072998E0,9.871338872E0
2.338267188E1,4.026626587E-2,8.068222046E-2,9.862391052E0,9.862803266E0
2.339266787E1,4.655319214E-2,7.005432129E-2,9.867630157E0,9.867988637E0
2.340266488E1,4.086502075E-2,7.409591675E-2,9.860744476E0,9.861107533E0
2.341266188E1,3.412902832E-2,7.394622803E-2,9.864337006E0,9.864673203E0
2.342265788E1,4.011657715E-2,7.050338745E-2,9.850116577E0,9.850450581E0
2.343265487E1,4.206253052E-2,7.439529419E-2,9.862840118E0,9.863210386E0
2.344264975E1,4.490661621E-2,7.200027466E-2,9.863139496E0,9.863504517E0
2.345264675E1,4.790039063E-2,6.900650024E-2,9.863588562E0,9.863946252E0
2.346264375E1,4.715194702E-2,5.688171387E-2,9.871072998E0,9.871349501E0
2.347264075E1,5.179229736E-2,6.481521606E-2,9.863887939E0,9.864236855E0
2.348263875E1,4.311035156E-2,6.780899048E-2,9.854307861E0,9.854635457E0
2.349263575E1,3.382965088E-2,6.391708374E-2,9.864337006E0,9.864602090E0
2.350263275E1,3.667373657E-2,6.511459351E-2,9.882000275E0,9.882282849E0
2.351262875E1,4.565505981E-2,6.915618896E-2,9.860145721E0,9.860493933E0
2.352262675E1,3.817062378E-2,7.604187012E-2,9.850415955E0,9.850783413E0
2.353262475E1,4.086502075E-2,7.544311523E-2,9.856104126E0,9.856477573E0
2.354262175E1,4.730163574E-2,6.706054688E-2,9.864337006E0,9.864678359E0
2.355261775E1,4.745132446E-2,7.873626709E-2,9.859996033E0,9.860424575E0
2.356261475E1,4.191284180E-2,6.406677246E-2,9.861343231E0,9.861640409E0
2.357261175E1,3.697311401E-2,6.391708374E-2,9.873468018E0,9.873744128E0
2.358260875E1,4.400848389E-2,6.735992432E-2,9.863289185E0,9.863617371E0
2.359260575E1,4.101470947E-2,7.140151978E-2,9.856403503E0,9.856747456E0
2.360260275E1,4.281097412E-2,7.723937988E-2,9.856104126E0,9.856499746E0
2.361259975E1,4.505630493E-2,7.289840698E-2,9.859247589E0,9.859620037E0
2.362259575E1,5.284011841E-2,7.185058594E-2,9.870773621E0,9.871176549E0
2.363259175E1,4.116439819E-2,8.397537231E-2,9.857601013E0,9.858044639E0
2.364258775E1,3.353027344E-2,7.319778442E-2,9.857601013E0,9.857929799E0
2.365258475E1,3.951782227E-2,6.646179199E-2,9.855355682E0,9.855659007E0
2.366258075E1,4.580474854E-2,6.586303711E-2,9.850415955E0,9.850742637E0
2.367257775E1,3.891906738E-2,6.915618896E-2,9.869426422E0,9.869745446E0
2.368257375E1,4.430786133E-2,6.541397095E-2,9.857601013E0,9.857917625E0
2.369256975E1,4.176315308E-2,7.918533325E-2,9.844877472E0,9.845284501E0
2.370256675E1,3.742218018E-2,6.586303711E-2,9.859546967E0,9.859837967E0
2.371256275E1,5.149291992E-2,7.155120850E-2,9.854906616E0,9.855300884E0
2.372255975E1,4.565505981E-2,6.721023560E-2,9.862840118E0,9.863174783E0
2.373255575E1,4.490661621E-2,6.870712280E-2,9.859247589E0,9.859589256E0
2.374255175E1,4.176315308E-2,6.855743408E-2,9.859097900E0,9.859424714E0
2.375254875E1,3.727249146E-2,7.155120850E-2,9.876910858E0,9.877240349E0
2.376254475E1,4.340972900E-2,7.020401001E-2,9.865384827E0,9.865730119E0
2.377254075E1,3.847000122E-2,7.708969116E-2,9.872719574E0,9.873095490E0
2.378253675E1,4.326004028E-2,7.723937988E-2,9.867480469E0,9.867877591E0
2.379253275E1,4.520599365E-2,6.361770630E-2,9.858199768E0,9.858508683E0
2.380252975E1,4.655319214E-2,7.349716187E-2,9.862840118E0,9.863223826E0
2.381252675E1,4.176315308E-2,6.586303711E-2,9.878707123E0,9.879014957E0
2.382252275E1,5.403762817E-2,7.379653931E-2,9.863139496E0,9.863563591E0
2.383251975E1,4.026626587E-2,7.379653931E-2,9.861492920E0,9.861851242E0
2.384251675E1,4.056564331E-2,7.140151978E-2,9.857601013E0,9.857943066E0
2.385251375E1,3.847000122E-2,6.197113037E-2,9.856253815E0,9.856523709E0
2.386250975E1,4.056564331E-2,7.005432129E-2,9.865684204E0,9.866016318E0
2.387250675E1,4.400848389E-2,7.244934082E-2,9.862091675E0,9.862455975E0
2.388250375E1,3.667373657E-2,6.406677246E-2,9.860295410E0,9.860571743E0
2.389250075E1,4.161346436E-2,6.331832886E-2,9.860295410E0,9.860586517E0
2.390249875E1,4.026626587E-2,7.828720093E-2,9.857002258E0,9.857395385E0
2.391249575E1,5.014572144E-2,7.200027466E-2,9.869127045E0,9.869517073E0
2.392249275E1,4.879852295E-2,7.978408813E-2,9.844578094E0,9.845022329E0
2.393248975E1,4.430786133E-2,7.319778442E-2,9.864037628E0,9.864408722E0
2.394248775E1,4.026626587E-2,6.915618896E-2,9.863438873E0,9.863763499E0
2.395248475E1,3.592529297E-2,7.364685059E-2,9.856852570E0,9.857193164E0
2.396248275E1,4.745132446E-2,6.900650024E-2,9.856852570E0,9.857208332E0
2.397248075E1,4.535568237E-2,7.080276489E-2,9.858199768E0,9.858558355E0
2.398247875E1,3.727249146E-2,7.454498291E-2,9.849667511E0,9.850020115E0
2.399247675E1,4.191284180E-2,6.526428223E-2,9.858648834E0,9.858953948E0
2.400247575E1,4.340972900E-2,6.795867920E-2,9.852810974E0,9.853140965E0
2.401247375E1,4.400848389E-2,7.753875732E-2,9.851613464E0,9.852016893E0
2.402247275E1,4.086502075E-2,6.466552734E-2,9.857301636E0,9.857598446E0
2.403247075E1,3.592529297E-2,6.915618896E-2,9.851613464E0,9.851921694E0
2.404246775E1,4.565505981E-2,6.990463257E-2,9.870324554E0,9.870677679E0
2.405246575E1,3.966751099E-2,7.858657837E-2,9.865534515E0,9.865927257E0
2.406246275E1,4.340972900E-2,7.229965210E-2,9.859546967E0,9.859907608E0
2.407245975E1,4.909790039E-2,7.858657837E-2,9.859097900E0,9.859533349E0
2.408245675E1,4.834945679E-2,7.813751221E-2,9.863588562E0,9.864016548E0
2.409245375E1,3.742218018E-2,6.676116943E-2,9.867181091E0,9.867477903E0
2.410245175E1,4.550537109E-2,6.526428223E-2,9.859097900E0,9.859418927E0
2.411244975E1,3.487747192E-2,7.828720093E-2,9.860295410E0,9.860667873E0
2.412244775E1,4.071533203E-2,7.289840698E-2,9.861792297E0,9.862145772E0
2.413244575E1,3.547622681E-2,7.304809570E-2,9.856253815E0,9.856588347E0
2.414244275E1,4.116439819E-2,6.212081909E-2,9.865384827E0,9.865666287E0
2.415244075E1,4.011657715E-2,6.002517700E-2,9.860594788E0,9.860859087E0
2.416243775E1,4.670288086E-2,7.454498291E-2,9.868977356E0,9.869369390E0
2.417243675E1,3.832031250E-2,6.975494385E-2,9.859097900E0,9.859419131E0
2.418243475E1,3.637435913E-2,7.843688965E-2,9.867181091E0,9.867559887E0
2.419243275E1,4.176315308E-2,7.469467163E-2,9.872719574E0,9.873090461E0
2.420243075E1,5.164260864E-2,6.691085815E-2,9.857151947E0,9.857514318E0
2.421242875E1,5.164260864E-2,7.020401001E-2,9.855804749E0,9.856190075E0
2.422242675E1,3.891906738E-2,7.229965210E-2,9.856104126E0,9.856446138E0
2.423242475E1,4.116439819E-2,7.604187012E-2,9.862989807E0,9.863368837E0
2.424242375E1,5.044509888E-2,6.750961304E-2,9.854457550E0,9.854817901E0
2.425242175E1,3.936813354E-2,6.301895142E-2,9.859397278E0,9.859677273E0
2.426241975E1,4.011657715E-2,6.706054688E-2,9.871222687E0,9.871531988E0
2.427241775E1,3.817062378E-2,6.780899048E-2,9.866881714E0,9.867188546E0
2.428241575E1,3.607498169E-2,8.217910767E-2,9.852212219E0,9.852620993E0
2.429241375E1,4.849914551E-2,7.140151978E-2,9.861941986E0,9.862319711E0
2.430241075E1,4.146377563E-2,7.095245361E-2,9.849218445E0,9.849561283E0
2.431240775E1,4.355941772E-2,7.544311523E-2,9.870923309E0,9.871307718E0
2.432240475E1,4.281097412E-2,7.244934082E-2,9.860744476E0,9.861103555E0
2.433240175E1,3.427871704E-2,7.304809570E-2,9.859397278E0,9.859727468E0
2.434239875E1,4.326004028E-2,7.214996338E-2,9.865684204E0,9.866042868E0
2.435239575E1,5.044509888E-2,6.810836792E-2,9.862540741E0,9.862904913E0
2.436239275E1,4.311035156E-2,7.334747314E-2,9.868378601E0,9.868745339E0
2.437238975E1,3.891906738E-2,7.229965210E-2,9.855056305E0,9.855398354E0
2.438238775E1,4.161346436E-2,6.870712280E-2,9.859097900E0,9.859425123E0
2.439238475E1,4.191284180E-2,6.706054688E-2,9.864636383E0,9.864953359E0
2.440238175E1,3.757186890E-2,6.152206421E-2,9.855655060E0,9.855918692E0
2.441237875E1,4.430786133E-2,6.586303711E-2,9.866133270E0,9.866452596E0
2.442237675E1,3.727249146E-2,6.496490479E-2,9.872120819E0,9.872404932E0
2.443237475E1,3.981719971E-2,7.604187012E-2,9.870324554E0,9.870697776E0
2.444237462E1,4.490661621E-2,6.646179199E-2,9.857002258E0,9.857328608E0
2.445237162E1,4.580474854E-2,7.484436035E-2,9.858349457E0,9.858739968E0
2.446237062E1,4.355941772E-2,7.514373779E-2,9.858199768E0,9.858582386E0
2.447236863E1,4.625381470E-2,6.721023560E-2,9.862241364E0,9.862578838E0
2.448236663E1,4.595443726E-2,7.559280396E-2,9.862540741E0,9.862937491E0
2.449236363E1,4.939727783E-2,6.795867920E-2,9.862091675E0,9.862449527E0
2.450236162E1,4.730163574E-2,7.065307617E-2,9.866133270E0,9.866499633E0
2.451235963E1,4.206253052E-2,6.960525513E-2,9.856702881E0,9.857038390E0
2.452235762E1,3.906875610E-2,6.391708374E-2,9.854307861E0,9.854592594E0
2.453235463E1,4.430786133E-2,6.840774536E-2,9.865684204E0,9.866020861E0
2.454235263E1,4.535568237E-2,7.484436035E-2,9.860145721E0,9.860534086E0
2.455234963E1,3.338058472E-2,6.691085815E-2,9.859247589E0,9.859531142E0
2.456234763E1,3.712280273E-2,6.810836792E-2,9.873767395E0,9.874072079E0
2.457234463E1,3.951782227E-2,7.170089722E-2,9.872719574E0,9.873059023E0
2.458234163E1,4.445755005E-2,7.155120850E-2,9.866881714E0,9.867241297E0
2.459233863E1,4.520599365E-2,7.005432129E-2,9.848470001E0,9.848822902E0
2.460233563E1,4.625381470E-2,6.451583862E-2,9.862840118E0,9.863159580E0
2.461233163E1,3.487747192E-2,7.020401001E-2,9.864636383E0,9.864947846E0
2.462232863E1,3.921844482E-2,7.514373779E-2,9.858798523E0,9.859162895E0
2.463232662E1,3.757186890E-2,6.526428223E-2,9.862241364E0,9.862528874E0
2.464232362E1,3.367996216E-2,7.185058594E-2,9.864636383E0,9.864955541E0
2.465232163E1,3.981719971E-2,7.454498291E-2,9.861193542E0,9.861555681E0
2.466231863E1,4.760101318E-2,7.259902954E-2,9.857750702E0,9.858132956E0
2.467231663E1,4.146377563E-2,6.721023560E-2,9.864636383E0,9.864952480E0
2.468231263E1,4.221221924E-2,7.185058594E-2,9.853409729E0,9.853762107E0
2.469230962E1,4.400848389E-2,8.053253174E-2,9.856553192E0,9.856980423E0
2.470230662E1,3.876937866E-2,6.691085815E-2,9.856403503E0,9.856706861E0
2.471230463E1,4.984634399E-2,7.155120850E-2,9.858199768E0,9.858585441E0
2.472230062E1,4.266128540E-2,6.765930176E-2,9.867480469E0,9.867804648E0
2.473229863E1,4.460723877E-2,6.900650024E-2,9.864187317E0,9.864529544E0
2.474229663E1,3.532653809E-2,6.556365967E-2,9.862840118E0,9.863121299E0
2.475229462E1,4.236190796E-2,7.843688965E-2,9.860145721E0,9.860548693E0
2.476229162E1,3.592529297E-2,6.825805664E-2,9.864486694E0,9.864788266E0
2.477228862E1,4.131408691E-2,7.244934082E-2,9.856104126E0,9.856456985E0
2.478228562E1,4.281097412E-2,7.050338745E-2,9.847571869E0,9.847917304E0
2.479228363E1,4.535568237E-2,7.244934082E-2,9.860744476E0,9.861114930E0
2.480228063E1,4.610412598E-2,7.080276489E-2,9.860295410E0,9.860657392E0
2.481227763E1,4.206253052E-2,6.721023560E-2,9.865534515E0,9.865853118E0
2.482227563E1,4.056564331E-2,7.394622803E-2,9.862391052E0,9.862751689E0
2.483227263E1,3.248245239E-2,7.095245361E-2,9.862840118E0,9.863148816E0
2.484226862E1,4.221221924E-2,6.601272583E-2,9.858499146E0,9.858810524E0
2.485226562E1,4.266128540E-2,6.915618896E-2,9.866282959E0,9.866617556E0
2.486226262E1,4.176315308E-2,7.469467163E-2,9.872569885E0,9.872940777E0
2.487225863E1,5.164260864E-2,7.020401001E-2,9.861043854E0,9.861428976E0
2.488225463E1,3.966751099E-2,7.349716187E-2,9.854906616E0,9.855260512E0
2.489225063E1,4.101470947E-2,7.319778442E-2,9.863887939E0,9.864244796E0
2.490224762E1,3.832031250E-2,7.289840698E-2,9.863887939E0,9.864231744E0
2.491224363E1,4.251159668E-2,7.244934082E-2,9.859247589E0,9.859605426E0
2.492223962E1,4.086502075E-2,7.020401001E-2,9.867929535E0,9.868263873E0
2.493223563E1,4.056564331E-2,7.125183105E-2,9.852661285E0,9.853002426E0
2.494223162E1,4.236190796E-2,7.110214233E-2,9.865534515E0,9.865881680E0
2.495222763E1,4.251159668E-2,7.065307617E-2,9.869276733E0,9.869621185E0
2.496222263E1,3.637435913E-2,7.574249268E-2,9.853260040E0,9.853618292E0
2.497221763E1,4.206253052E-2,7.334747314E-2,9.851164398E0,9.851527248E0
2.498221363E1,4.580474854E-2,6.870712280E-2,9.861941986E0,9.862287690E0
2.499220963E1,4.146377563E-2,6.691085815E-2,9.863887939E0,9.864202025E0
2.500220563E1,4.026626587E-2,7.334747314E-2,9.863887939E0,9.864242825E0
2.501220163E1,3.802093506E-2,7.155120850E-2,9.861193542E0,9.861526416E0
2.502219763E1,3.353027344E-2,6.616241455E-2,9.858798523E0,9.859077546E0
2.503219263E1,4.340972900E-2,7.304809570E-2,9.859546967E0,9.859913124E0
2.504218963E1,5.014572144E-2,6.661148071E-2,9.860295410E0,9.860647913E0
2.505218463E1,4.550537109E-2,6.930587769E-2,9.858948212E0,9.859296825E0
2.506217963E1,3.996688843E-2,6.062393188E-2,9.858050079E0,9.858317503E0
2.507217562E1,4.026626587E-2,6.855743408E-2,9.852810974E0,9.853131765E0
2.508217062E1,4.071533203E-2,6.855743408E-2,9.857900391E0,9.858222861E0
2.509216562E1,4.400848389E-2,6.810836792E-2,9.868827667E0,9.869160806E0
2.510216163E1,3.996688843E-2,6.421646118E-2,9.870025177E0,9.870314995E0
2.511215763E1,3.158432007E-2,7.274871826E-2,9.855655060E0,9.855974158E0
2.512215363E1,4.326004028E-2,7.409591675E-2,9.860295410E0,9.860668700E0
2.513214863E1,4.445755005E-2,5.553451538E-2,9.856403503E0,9.856660214E0
2.514214463E1,4.625381470E-2,6.810836792E-2,9.855954437E0,9.856298293E0
2.515213963E1,3.697311401E-2,6.765930176E-2,9.865085449E0,9.865386749E0
2.516213562E1,4.026626587E-2,6.586303711E-2,9.857151947E0,9.857454226E0
2.517213062E1,3.847000122E-2,6.616241455E-2,9.859097900E0,9.859394952E0
2.518212663E1,4.340972900E-2,7.259902954E-2,9.863139496E0,9.863502205E0
2.519212262E1,4.430786133E-2,6.825805664E-2,9.857601013E0,9.857936908E0
2.520211863E1,5.014572144E-2,6.496490479E-2,9.868378601E0,9.868719838E0
2.521211363E1,4.355941772E-2,7.918533325E-2,9.870324554E0,9.870738298E0
2.522210863E1,4.266128540E-2,6.855743408E-2,9.868827667E0,9.869158000E0
2.523210462E1,4.131408691E-2,7.589218140E-2,9.880054321E0,9.880432170E0
2.524209963E1,4.640350342E-2,6.586303711E-2,9.868079224E0,9.868408118E0
2.525209563E1,4.326004028E-2,6.346801758E-2,9.861642609E0,9.861941724E0
2.526209163E1,4.445755005E-2,7.813751221E-2,9.868378601E0,9.868788080E0
2.527208663E1,5.164260864E-2,7.559280396E-2,9.874066772E0,9.874491170E0
2.528208263E1,4.760101318E-2,6.855743408E-2,9.858648834E0,9.859002121E0
2.529207962E1,3.936813354E-2,6.795867920E-2,9.866582336E0,9.866894913E0
2.530207563E1,3.861968994E-2,6.706054688E-2,9.865085449E0,9.865388969E0
2.531207263E1,4.610412598E-2,7.469467163E-2,9.860295410E0,9.860686105E0
2.532206763E1,4.026626587E-2,7.140151978E-2,9.856852570E0,9.857193420E0
2.533206463E1,4.355941772E-2,7.050338745E-2,9.870923309E0,9.871271201E0
2.534206063E1,4.984634399E-2,7.634124756E-2,9.859996033E0,9.860417558E0
2.535205663E1,4.176315308E-2,6.795867920E-2,9.865235138E0,9.865557606E0
2.536205363E1,3.502716064E-2,6.930587769E-2,9.864786072E0,9.865091710E0
2.537204963E1,3.861968994E-2,6.631210327E-2,9.864337006E0,9.864635489E0
2.538204562E1,4.670288086E-2,6.691085815E-2,9.861492920E0,9.861830501E0
2.539204163E1,4.505630493E-2,6.601272583E-2,9.863438873E0,9.863762677E0
2.540203863E1,4.101470947E-2,7.544311523E-2,9.858948212E0,9.859322173E0
2.541203563E1,4.610412598E-2,8.023315430E-2,9.863588562E0,9.864022621E0
2.542203263E1,4.176315308E-2,6.810836792E-2,9.864337006E0,9.864660535E0
2.543202963E1,3.802093506E-2,7.110214233E-2,9.862091675E0,9.862421270E0
2.544202550E1,4.760101318E-2,7.604187012E-2,9.858499146E0,9.858907324E0
2.545202150E1,4.999603271E-2,7.514373779E-2,9.858199768E0,9.858612927E0
2.546201850E1,4.296066284E-2,7.409591675E-2,9.861642609E0,9.862014539E0
2.547201450E1,4.355941772E-2,6.885681152E-2,9.874964905E0,9.875301036E0
2.548201050E1,4.505630493E-2,6.301895142E-2,9.869725800E0,9.870029829E0
2.549200750E1,4.655319214E-2,7.499404907E-2,9.868677979E0,9.869072720E0
2.550200350E1,3.847000122E-2,7.200027466E-2,9.851763153E0,9.852101360E0
2.551200050E1,3.757186890E-2,7.574249268E-2,9.868977356E0,9.869339523E0
2.552199750E1,4.505630493E-2,7.170089722E-2,9.852361908E0,9.852725829E0
2.553199450E1,4.819976807E-2,7.200027466E-2,9.855355682E0,9.855736547E0
2.554199250E1,4.251159668E-2,6.915618896E-2,9.854008484E0,9.854342850E0
2.555198850E1,4.565505981E-2,5.718109131E-2,9.857451324E0,9.857722895E0
2.556198450E1,4.116439819E-2,6.945556641E-2,9.861343231E0,9.861673738E0
2.557198050E1,3.906875610E-2,5.897735596E-2,9.867480469E0,9.867734061E0
2.558197650E1,4.954696655E-2,7.065307617E-2,9.853110352E0,9.853488233E0
2.559197250E1,4.191284180E-2,7.244934082E-2,9.855205994E0,9.855561413E0
2.560196850E1,4.011657715E-2,6.765930176E-2,9.860295410E0,9.860609144E0
2.561196550E1,4.236190796E-2,7.858657837E-2,9.866133270E0,9.866537188E0
2.562196150E1,4.326004028E-2,6.676116943E-2,9.849966888E0,9.850288127E0
2.563195750E1,4.790039063E-2,7.274871826E-2,9.853559418E0,9.853944389E0
2.564195350E1,3.996688843E-2,7.200027466E-2,9.870623932E0,9.870967440E0
2.565194950E1,4.370910645E-2,7.619155884E-2,9.869875488E0,9.870266349E0
2.566194550E1,4.595443726E-2,7.948471069E-2,9.852810974E0,9.853238743E0
2.567194150E1,3.817062378E-2,7.828720093E-2,9.860744476E0,9.861129119E0
