"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.123190488E1,1.046324158E-1,4.690795441E0,8.662935333E0,9.851952009E0
4.124190188E1,1.020877075E-1,4.691693573E0,8.659642181E0,9.849457508E0
4.125189988E1,1.055305481E-1,4.683011627E0,8.674311676E0,9.858266463E0
4.126189688E1,1.019380188E-1,4.682712250E0,8.660839691E0,9.846234282E0
4.127189588E1,1.017883301E-1,4.686903534E0,8.667725372E0,9.854282761E0
4.128189288E1,1.067280579E-1,4.693040771E0,8.673712921E0,9.862520895E0
4.129189087E1,1.038839722E-1,4.687651978E0,8.669371948E0,9.856108914E0
4.130188788E1,1.091230774E-1,4.677622833E0,8.668623505E0,9.850740920E0
4.131188488E1,9.954299927E-2,4.672982483E0,8.666976929E0,9.846987518E0
4.132188188E1,9.834548950E-2,4.679568787E0,8.662037201E0,9.845756666E0
4.133187988E1,1.046324158E-1,4.695435791E0,8.661737823E0,9.853109526E0
4.134187687E1,1.010398865E-1,4.685107269E0,8.670270081E0,9.855659412E0
4.135187587E1,9.969268799E-2,4.672982483E0,8.661588135E0,9.842246336E0
4.136187388E1,1.020877075E-1,4.681365051E0,8.663085022E0,9.847570398E0
4.137187288E1,1.026864624E-1,4.684059448E0,8.656049652E0,9.842670014E0
4.138187088E1,1.040336609E-1,4.685107269E0,8.654552765E0,9.841866525E0
4.139186788E1,1.068777466E-1,4.684209137E0,8.659791870E0,9.846077053E0
4.140186488E1,1.077758789E-1,4.687202911E0,8.667425995E0,9.854225497E0
4.141186188E1,1.121168518E-1,4.688400421E0,8.668773193E0,9.856028479E0
4.142185888E1,1.017883301E-1,4.686005402E0,8.666228485E0,9.852538944E0
4.143185688E1,1.041833496E-1,4.689747620E0,8.670868835E0,9.858425496E0
4.144185488E1,1.073268127E-1,4.697830811E0,8.669072571E0,9.860727793E0
4.145185288E1,1.064286804E-1,4.684209137E0,8.661737823E0,9.847783732E0
4.146185087E1,9.954299927E-2,4.691693573E0,8.653055878E0,9.843641268E0
4.147184888E1,1.004411316E-1,4.689597931E0,8.659492493E0,9.848310891E0
4.148184688E1,1.013392639E-1,4.686454468E0,8.666827240E0,9.853274559E0
4.149184488E1,1.035845947E-1,4.694837036E0,8.661737823E0,9.852813136E0
4.150184288E1,1.017883301E-1,4.687502289E0,8.667575684E0,9.854435895E0
4.151184087E1,1.098715210E-1,4.690496063E0,8.657097473E0,9.846733556E0
4.152183787E1,1.044827271E-1,4.681215363E0,8.666228485E0,9.850289847E0
4.153183588E1,1.008901978E-1,4.694387970E0,8.659193115E0,9.850334139E0
4.154183388E1,1.011895752E-1,4.683460693E0,8.656498718E0,9.842764523E0
4.155183088E1,1.005908203E-1,4.688250732E0,8.652906189E0,9.841879849E0
4.156182788E1,9.310638428E-2,4.690496063E0,8.659941559E0,9.849061373E0
4.157182587E1,1.013392639E-1,4.680167542E0,8.656947784E0,9.841594526E0
4.158182287E1,1.157093811E-1,4.688400421E0,8.657546539E0,9.846197197E0
4.159181888E1,1.025367737E-1,4.690496063E0,8.658294983E0,9.847707303E0
4.160181688E1,9.624984741E-2,4.691543884E0,8.654702454E0,9.844984643E0
4.161181388E1,1.046324158E-1,4.687951355E0,8.675808563E0,9.861921216E0
4.162181188E1,1.044827271E-1,4.684957581E0,8.666228485E0,9.852068835E0
4.163180888E1,1.095721436E-1,4.680915985E0,8.661887512E0,9.846383894E0
4.164180587E1,1.037342834E-1,4.685855713E0,8.658145294E0,9.845378840E0
4.165180388E1,1.005908203E-1,4.692442017E0,8.657845917E0,9.848219459E0
4.166180088E1,1.100212097E-1,4.682412872E0,8.659642181E0,9.845125580E0
4.167179888E1,1.032852173E-1,4.682412872E0,8.672665100E0,9.856509427E0
4.168179588E1,9.759704590E-2,4.686155090E0,8.661737823E0,9.848618017E0
4.169179388E1,1.052311707E-1,4.684209137E0,8.658294983E0,9.844742803E0
4.170179087E1,1.011895752E-1,4.687352600E0,8.659791870E0,9.847512831E0
4.171178787E1,9.639953613E-2,4.685256958E0,8.661438446E0,9.847915596E0
4.172178588E1,1.088237000E-1,4.682113495E0,8.662186890E0,9.847208289E0
4.173178288E1,1.058299255E-1,4.679718475E0,8.664432220E0,9.848012525E0
4.174178088E1,1.055305481E-1,4.691094818E0,8.661288757E0,9.850656335E0
4.175177888E1,1.041833496E-1,4.684508514E0,8.651259613E0,9.838687264E0
4.176177488E1,1.103205872E-1,4.677323456E0,8.668773193E0,9.850743831E0
4.177177188E1,1.062789917E-1,4.680466919E0,8.657097473E0,9.841920669E0
4.178176888E1,9.969268799E-2,4.684059448E0,8.659342804E0,9.845535503E0
4.179176588E1,1.041833496E-1,4.684957581E0,8.656648407E0,9.843639741E0
4.180176388E1,1.058299255E-1,4.683460693E0,8.654403076E0,9.840970310E0
4.181176088E1,1.028361511E-1,4.682562561E0,8.666976929E0,9.851571270E0
4.182175712E1,9.445358276E-2,4.689148865E0,8.664132843E0,9.852118375E0
4.183175513E1,1.097218323E-1,4.689897308E0,8.661588135E0,9.850395152E0
4.184175213E1,1.038839722E-1,4.684059448E0,8.663534088E0,9.849265338E0
4.185174913E1,1.011895752E-1,4.684209137E0,8.659043427E0,9.845358685E0
4.186174713E1,1.025367737E-1,4.685556335E0,8.664432220E0,9.850753152E0
4.187174413E1,1.010398865E-1,4.687053223E0,8.660240936E0,9.847763708E0
4.188174113E1,9.804611206E-2,4.683311005E0,8.654103699E0,9.840555159E0
4.189173813E1,1.025367737E-1,4.690346375E0,8.655750275E0,9.845398708E0
4.190173513E1,1.005908203E-1,4.675377502E0,8.659791870E0,9.841812259E0
4.191173113E1,1.058299255E-1,4.688699799E0,8.672665100E0,9.859524619E0
4.192172813E1,1.049317932E-1,4.690496063E0,8.665030975E0,9.853655454E0
4.193172513E1,9.984237671E-2,4.694837036E0,8.651558990E0,9.843827318E0
4.194172313E1,1.037342834E-1,4.678820343E0,8.663683777E0,9.846904955E0
4.195172012E1,1.071771240E-1,4.692591705E0,8.658744049E0,9.849149829E0
4.196171813E1,1.070274353E-1,4.688101044E0,8.665779419E0,9.853196395E0
4.197171513E1,1.053808594E-1,4.682562561E0,8.652756500E0,9.839090015E0
4.198171113E1,1.064286804E-1,4.691244507E0,8.660690002E0,9.850210831E0
4.199170813E1,9.565109253E-2,4.686753845E0,8.656199341E0,9.844013296E0
4.200170513E1,1.020877075E-1,4.685107269E0,8.660839691E0,9.847375091E0
4.201170313E1,9.714797974E-2,4.689897308E0,8.663085022E0,9.851579396E0
4.202170113E1,1.095721436E-1,4.694387970E0,8.658594360E0,9.849900546E0
4.203169813E1,9.999206543E-2,4.688250732E0,8.656498718E0,9.845032423E0
4.204169513E1,1.053808594E-1,4.682861938E0,8.668324127E0,9.852925669E0
4.205169213E1,1.035845947E-1,4.691244507E0,8.662336578E0,9.851628281E0
4.206168913E1,1.016386414E-1,4.684358826E0,8.662037201E0,9.848067653E0
4.207168713E1,1.047821045E-1,4.683610382E0,8.656049652E0,9.842478401E0
4.208168413E1,1.074765015E-1,4.681514740E0,8.648116150E0,9.834533258E0
4.209168113E1,1.001417542E-1,4.687651978E0,8.654103699E0,9.842642951E0
4.210167913E1,1.037342834E-1,4.684807892E0,8.662336578E0,9.848566433E0
4.211167713E1,1.025367737E-1,4.686304779E0,8.664731598E0,9.851372490E0
4.212167413E1,1.064286804E-1,4.682562561E0,8.653504944E0,9.839759500E0
4.213167113E1,1.034349060E-1,4.688849487E0,8.662336578E0,9.850486449E0
4.214166813E1,1.001417542E-1,4.692891083E0,8.669521637E0,9.858694665E0
4.215166413E1,1.119671631E-1,4.685556335E0,8.658294983E0,9.845458183E0
4.216166113E1,1.032852173E-1,4.681365051E0,8.652457123E0,9.838234640E0
4.217165813E1,1.044827271E-1,4.683161316E0,8.669671326E0,9.854243626E0
4.218165513E1,1.115180969E-1,4.690645752E0,8.662336578E0,9.851429787E0
4.219165113E1,1.092727661E-1,4.689298553E0,8.656349030E0,9.845498463E0
4.220164813E1,1.070274353E-1,4.682562561E0,8.666976929E0,9.851615913E0
4.221164613E1,1.026864624E-1,4.683460693E0,8.675359497E0,9.859371733E0
4.222164312E1,1.128652954E-1,4.692741394E0,8.667425995E0,9.856918065E0
4.223164012E1,1.074765015E-1,4.692292328E0,8.672216034E0,9.860856425E0
4.224163713E1,9.774673462E-2,4.688101044E0,8.669671326E0,9.856523054E0
4.225163413E1,1.037342834E-1,4.675227814E0,8.660989380E0,9.842827488E0
4.226163213E1,9.684860229E-2,4.687202911E0,8.656947784E0,9.844896938E0
4.227162913E1,1.032852173E-1,4.684209137E0,8.661737823E0,9.847750261E0
4.228162613E1,1.094224548E-1,4.684508514E0,8.652606812E0,9.839928756E0
4.229162312E1,9.789642334E-2,4.691094818E0,8.661588135E0,9.850840742E0
4.230162012E1,1.038839722E-1,4.687651978E0,8.669222260E0,9.855977249E0
4.231161713E1,1.029858398E-1,4.689897308E0,8.662336578E0,9.850980552E0
4.232161413E1,1.110690308E-1,4.680915985E0,8.647367706E0,9.833630003E0
4.233161013E1,1.043330383E-1,4.686155090E0,8.666976929E0,9.853295083E0
4.234160613E1,1.025367737E-1,4.675227814E0,8.667875061E0,9.848874401E0
4.235160313E1,1.077758789E-1,4.679568787E0,8.663833466E0,9.847435706E0
4.236160013E1,9.894424438E-2,4.687053223E0,8.654253387E0,9.842477309E0
4.237159612E1,1.019380188E-1,4.681514740E0,8.674461365E0,9.857649395E0
4.238159213E1,1.049317932E-1,4.688101044E0,8.665779419E0,9.853173855E0
4.239158913E1,1.107696533E-1,4.683011627E0,8.663384399E0,9.848710427E0
4.240158513E1,9.714797974E-2,4.687502289E0,8.663085022E0,9.850439459E0
4.241158113E1,9.864486694E-2,4.682113495E0,8.660989380E0,9.846047665E0
4.242157813E1,1.041833496E-1,4.676425323E0,8.682245178E0,9.862108766E0
4.243157413E1,1.092727661E-1,4.689148865E0,8.678203583E0,9.864647740E0
4.244157113E1,9.984237671E-2,4.691843262E0,8.659043427E0,9.848979376E0
4.245156713E1,1.068777466E-1,4.687801666E0,8.661139069E0,9.848971382E0
4.246156412E1,1.044827271E-1,4.687352600E0,8.668024750E0,9.854787877E0
4.247156112E1,9.894424438E-2,4.678371277E0,8.656798096E0,9.840584385E0
4.248155713E1,1.046324158E-1,4.692142639E0,8.659941559E0,9.849961334E0
4.249155413E1,1.062789917E-1,4.686454468E0,8.672216034E0,9.858066831E0
4.250155213E1,9.939331055E-2,4.688550110E0,8.665030975E0,9.852671869E0
4.251154913E1,1.037342834E-1,4.688400421E0,8.668324127E0,9.855541714E0
4.252154613E1,1.041833496E-1,4.687053223E0,8.670419769E0,9.856749011E0
4.253154212E1,1.086740112E-1,4.682412872E0,8.663085022E0,9.848139035E0
4.254153912E1,1.032852173E-1,4.688400421E0,8.656947784E0,9.845532555E0
4.255153612E1,9.580078125E-2,4.687352600E0,8.662486267E0,9.849828451E0
4.256153313E1,1.029858398E-1,4.687951355E0,8.672216034E0,9.858743578E0
4.257153113E1,1.002914429E-1,4.680915985E0,8.672814789E0,9.855899208E0
4.258152813E1,1.029858398E-1,4.683909760E0,8.672216034E0,9.856822392E0
4.259152513E1,1.023870850E-1,4.683311005E0,8.664881287E0,9.850078822E0
4.260152113E1,1.043330383E-1,4.680466919E0,8.669371948E0,9.852698409E0
4.261151813E1,1.010398865E-1,4.682861938E0,8.660989380E0,9.846427882E0
4.262151412E1,1.082249451E-1,4.689148865E0,8.653504944E0,9.842915093E0
4.263151113E1,1.074765015E-1,4.685107269E0,8.660839691E0,9.847432431E0
4.264150913E1,1.049317932E-1,4.682562561E0,8.658893738E0,9.844482901E0
4.265150613E1,1.047821045E-1,4.686005402E0,8.657396851E0,9.844803002E0
4.266150313E1,1.005908203E-1,4.690496063E0,8.664581909E0,9.853215287E0
4.267150012E1,1.019380188E-1,4.690496063E0,8.659642181E0,9.848885591E0
4.268149712E1,1.056802368E-1,4.681814117E0,8.661438446E0,9.846373327E0
4.269149412E1,9.759704590E-2,4.685256958E0,8.653504944E0,9.840950450E0
4.270149113E1,9.759704590E-2,4.684358826E0,8.662486267E0,9.848421758E0
4.271148813E1,1.071771240E-1,4.681963806E0,8.652606812E0,9.838692833E0
4.272148513E1,1.082249451E-1,4.684358826E0,8.664731598E0,9.850507800E0
4.273148213E1,1.038839722E-1,4.685107269E0,8.659941559E0,9.846603973E0
4.274147813E1,1.031355286E-1,4.685855713E0,8.676107941E0,9.861172836E0
4.275147413E1,1.043330383E-1,4.684508514E0,8.664731598E0,9.850536994E0
4.276147113E1,1.005908203E-1,4.685855713E0,8.664282532E0,9.850743833E0
4.277146813E1,1.020877075E-1,4.690945129E0,8.659791870E0,9.849232627E0
4.278146513E1,1.064286804E-1,4.684209137E0,8.659193115E0,9.845545577E0
4.279146213E1,1.035845947E-1,4.679269409E0,8.657995605E0,9.842112572E0
4.280145913E1,1.133143616E-1,4.696333923E0,8.664881287E0,9.856396916E0
4.281145613E1,1.071771240E-1,4.701123962E0,8.665779419E0,9.859400914E0
4.282145375E1,1.019380188E-1,4.687352600E0,8.675958252E0,9.861740077E0
4.283144975E1,1.046324158E-1,4.678670654E0,8.666527863E0,9.849345777E0
4.284144675E1,1.038839722E-1,4.679419098E0,8.659193115E0,9.843240339E0
4.285144375E1,9.969268799E-2,4.683311005E0,8.663534088E0,9.848866102E0
4.286144175E1,1.020877075E-1,4.682412872E0,8.660240936E0,9.845566783E0
4.287143875E1,9.954299927E-2,4.680766296E0,8.669072571E0,9.852527654E0
4.288143575E1,1.031355286E-1,4.683760071E0,8.663384399E0,9.848983429E0
4.289143275E1,1.068777466E-1,4.684957581E0,8.659043427E0,9.845774903E0
4.290143075E1,9.789642334E-2,4.680616608E0,8.660240936E0,9.844670061E0
4.291142775E1,9.864486694E-2,4.675826569E0,8.664432220E0,9.846089102E0
4.292142575E1,1.025367737E-1,4.689597931E0,8.663384399E0,9.851754757E0
4.293142275E1,1.040336609E-1,4.693040771E0,8.668773193E0,9.858148070E0
4.294142075E1,1.071771240E-1,4.696184235E0,8.665929108E0,9.857178126E0
4.295141875E1,1.086740112E-1,4.687053223E0,8.654403076E0,9.842711545E0
4.296141575E1,9.804611206E-2,4.690645752E0,8.667276306E0,9.855630329E0
4.297141375E1,1.049317932E-1,4.677473145E0,8.652606812E0,9.836532434E0
4.298141275E1,1.049317932E-1,4.683460693E0,8.654403076E0,9.840960693E0
4.299140975E1,1.067280579E-1,4.676724701E0,8.657247162E0,9.840278107E0
4.300140675E1,9.699829102E-2,4.687053223E0,8.661588135E0,9.848907838E0
4.301140475E1,1.070274353E-1,4.680167542E0,8.669671326E0,9.852848521E0
4.302140275E1,1.058299255E-1,4.682562561E0,8.666228485E0,9.850944537E0
4.303139975E1,9.999206543E-2,4.688550110E0,8.657696228E0,9.846227934E0
4.304139675E1,1.008901978E-1,4.691094818E0,8.663234711E0,9.852318767E0
4.305139475E1,1.023870850E-1,4.683311005E0,8.665929108E0,9.851000578E0
4.306139275E1,1.029858398E-1,4.677473145E0,8.667725372E0,9.849813411E0
4.307138975E1,1.043330383E-1,4.685706024E0,8.671168213E0,9.856768462E0
4.308138775E1,1.032852173E-1,4.689298553E0,8.658893738E0,9.847671274E0
4.309138475E1,1.010398865E-1,4.678820343E0,8.657097473E0,9.841082538E0
4.310138275E1,1.032852173E-1,4.681514740E0,8.674161987E0,9.857399976E0
4.311137975E1,1.029858398E-1,4.684957581E0,8.673413544E0,9.858373908E0
4.312137775E1,1.029858398E-1,4.691394196E0,8.671168213E0,9.859459608E0
4.313137575E1,1.010398865E-1,4.686903534E0,8.666378174E0,9.853090096E0
4.314137475E1,9.984237671E-2,4.678520966E0,8.663085022E0,9.846195662E0
4.315137275E1,1.041833496E-1,4.687951355E0,8.676706696E0,9.862706584E0
4.316137075E1,9.550140381E-2,4.682712250E0,8.657696228E0,9.843404823E0
4.317136875E1,1.017883301E-1,4.688400421E0,8.657097473E0,9.845648584E0
4.318136675E1,1.022373962E-1,4.693190460E0,8.672365723E0,9.861359765E0
4.319136475E1,1.002914429E-1,4.682712250E0,8.661139069E0,9.846480709E0
4.320136275E1,9.475296021E-2,4.684508514E0,8.664432220E0,9.850176843E0
4.321136075E1,1.014889526E-1,4.690645752E0,8.662935333E0,9.851847855E0
4.322135875E1,9.984237671E-2,4.693190460E0,8.657396851E0,9.848173710E0
4.323135675E1,1.067280579E-1,4.694537659E0,8.668174438E0,9.858363089E0
4.324135475E1,9.999206543E-2,4.680317230E0,8.661438446E0,9.845602254E0
4.325135375E1,1.067280579E-1,4.679718475E0,8.663833466E0,9.847495428E0
4.326135075E1,1.020877075E-1,4.694088593E0,8.668174438E0,9.858100107E0
4.327134875E1,1.026864624E-1,4.688550110E0,8.672216034E0,9.859025184E0
4.328134675E1,1.104702759E-1,4.679419098E0,8.666527863E0,9.849765072E0
4.329134375E1,1.076261902E-1,4.692142639E0,8.656498718E0,9.846966843E0
4.330134175E1,1.052311707E-1,4.684807892E0,8.667875061E0,9.853454047E0
4.331133975E1,9.864486694E-2,4.680766296E0,8.658294983E0,9.843036927E0
4.332133875E1,1.011895752E-1,4.683760071E0,8.640482025E0,9.828823803E0
4.333133775E1,1.041833496E-1,4.678221588E0,8.664132843E0,9.847020327E0
4.334133475E1,1.049317932E-1,4.675826569E0,8.662785645E0,9.844705171E0
4.335133375E1,1.020877075E-1,4.691992950E0,8.665629730E0,9.854864706E0
4.336133175E1,1.035845947E-1,4.677473145E0,8.669521637E0,9.851400418E0
4.337133075E1,1.028361511E-1,4.683909760E0,8.656798096E0,9.843258565E0
4.338132775E1,1.077758789E-1,4.697232056E0,8.662486267E0,9.854657424E0
4.339132575E1,1.049317932E-1,4.690795441E0,8.667725372E0,9.856167393E0
4.340132475E1,1.089733887E-1,4.687951355E0,8.657995605E0,9.846301387E0
4.341132275E1,1.112187195E-1,4.679119720E0,8.667126617E0,9.850158109E0
4.342132075E1,1.068777466E-1,4.681365051E0,8.662037201E0,9.846699450E0
4.343131775E1,1.173559570E-1,4.682861938E0,8.662336578E0,9.847793832E0
4.344131575E1,1.070274353E-1,4.687053223E0,8.645721130E0,9.835060582E0
4.345131375E1,1.032852173E-1,4.688101044E0,8.649313660E0,9.838678062E0
4.346131075E1,1.023870850E-1,4.681365051E0,8.664132843E0,9.848495305E0
4.347130875E1,1.031355286E-1,4.695735168E0,8.675658875E0,9.865476300E0
4.348130575E1,1.050814819E-1,4.693040771E0,8.657546539E0,9.848288475E0
4.349130375E1,1.025367737E-1,4.685855713E0,8.664432220E0,9.850895556E0
4.350130075E1,1.011895752E-1,4.686155090E0,8.665629730E0,9.852077318E0
4.351129775E1,1.062789917E-1,4.683760071E0,8.661887512E0,9.847700183E0
4.352129475E1,1.035845947E-1,4.688101044E0,8.662935333E0,9.850658341E0
4.353129275E1,1.074765015E-1,4.688550110E0,8.659043427E0,9.847491376E0
4.354129175E1,1.058299255E-1,4.686155090E0,8.666527863E0,9.852916050E0
4.355128975E1,9.804611206E-2,4.688101044E0,8.657995605E0,9.846257784E0
4.356128775E1,1.077758789E-1,4.685256958E0,8.662785645E0,9.849218422E0
4.357128575E1,1.037342834E-1,4.687202911E0,8.669521637E0,9.856025434E0
4.358128375E1,9.984237671E-2,4.686903534E0,8.666827240E0,9.853472872E0
4.359128075E1,1.055305481E-1,4.684508514E0,8.673563232E0,9.858319120E0
4.360127875E1,1.064286804E-1,4.677173767E0,8.660091248E0,9.842990497E0
4.361127575E1,1.053808594E-1,4.693938904E0,8.668773193E0,9.858589972E0
4.362127275E1,1.059796143E-1,4.685855713E0,8.661288757E0,9.848167260E0
4.363126975E1,9.984237671E-2,4.687202911E0,8.670868835E0,9.857170283E0
4.364126675E1,1.056802368E-1,4.691244507E0,8.674760742E0,9.862576604E0
4.365126375E1,1.058299255E-1,4.689448242E0,8.652457123E0,9.842110498E0
4.366126075E1,1.071771240E-1,4.688550110E0,8.655301208E0,9.844197686E0
4.367125775E1,1.004411316E-1,4.680616608E0,8.673263855E0,9.856153720E0
4.368125575E1,1.029858398E-1,4.685706024E0,8.665480042E0,9.851750676E0
4.369125375E1,1.047821045E-1,4.678820343E0,8.654852142E0,9.839146543E0
4.370125075E1,1.053808594E-1,4.686005402E0,8.665180664E0,9.851655074E0
4.371124675E1,9.699829102E-2,4.684957581E0,8.662635956E0,9.848832312E0
4.372124375E1,1.029858398E-1,4.682412872E0,8.657247162E0,9.842942894E0
4.373123975E1,1.013392639E-1,4.680017853E0,8.658145294E0,9.842576730E0
4.374123575E1,1.113684082E-1,4.684957581E0,8.664132843E0,9.850300928E0
4.375123275E1,1.083746338E-1,4.685256958E0,8.664731598E0,9.850936579E0
4.376122975E1,1.002914429E-1,4.690645752E0,8.661887512E0,9.850914233E0
4.377122775E1,1.035845947E-1,4.686753845E0,8.654103699E0,9.842250871E0
4.378122475E1,1.013392639E-1,4.685406647E0,8.652307434E0,9.840006556E0
4.379122075E1,1.020877075E-1,4.689597931E0,8.658294983E0,9.847274885E0
4.380121675E1,1.023870850E-1,4.688400421E0,8.656648407E0,9.845259939E0
4.381121375E1,1.008901978E-1,4.689897308E0,8.668473816E0,9.856356015E0
4.382121000E1,9.430389404E-2,4.684059448E0,8.675808563E0,9.859967564E0
4.383120800E1,9.819580078E-2,4.682712250E0,8.658444672E0,9.844089626E0
4.384120500E1,1.064286804E-1,4.681814117E0,8.662635956E0,9.847434803E0
4.385120200E1,1.074765015E-1,4.682562561E0,8.674012299E0,9.857810745E0
4.386119800E1,1.056802368E-1,4.683909760E0,8.663384399E0,9.849081592E0
4.387119500E1,1.043330383E-1,4.694238281E0,8.668024750E0,9.858063273E0
4.388119200E1,1.005908203E-1,4.692292328E0,8.660839691E0,9.850780170E0
4.389118900E1,1.034349060E-1,4.685256958E0,8.663384399E0,9.849698513E0
4.390118500E1,1.043330383E-1,4.695435791E0,8.661288757E0,9.852711586E0
4.391118200E1,1.019380188E-1,4.684209137E0,8.665629730E0,9.851159588E0
4.392117800E1,1.001417542E-1,4.674179993E0,8.666228485E0,9.846903225E0
4.393117500E1,1.068777466E-1,4.687053223E0,8.662935333E0,9.850194889E0
4.394117200E1,1.029858398E-1,4.686604156E0,8.659342804E0,9.846780306E0
4.395116900E1,1.046324158E-1,4.692142639E0,8.660091248E0,9.850092939E0
4.396116500E1,1.043330383E-1,4.694537659E0,8.660390625E0,9.851494049E0
4.397116100E1,9.864486694E-2,4.692292328E0,8.665779419E0,9.855103807E0
4.398115700E1,1.010398865E-1,4.688400421E0,8.657097473E0,9.845640874E0
4.399115400E1,1.026864624E-1,4.681963806E0,8.657396851E0,9.842857808E0
4.400115100E1,1.040336609E-1,4.679119720E0,8.664282532E0,9.847577172E0
4.401114800E1,1.017883301E-1,4.686005402E0,8.665180664E0,9.851617300E0
4.402114300E1,1.077758789E-1,4.678071899E0,8.662635956E0,9.845670827E0
4.403114000E1,1.037342834E-1,4.691394196E0,8.657396851E0,9.847358048E0
4.404113700E1,9.984237671E-2,4.684807892E0,8.663085022E0,9.849184514E0
4.405113500E1,1.011895752E-1,4.683610382E0,8.650960236E0,9.837965163E0
4.406113300E1,1.026864624E-1,4.682712250E0,8.663833466E0,9.848875512E0
4.407113000E1,9.909393311E-2,4.684358826E0,8.661737823E0,9.847778396E0
4.408112600E1,1.010398865E-1,4.682712250E0,8.662037201E0,9.847278383E0
4.409112200E1,1.016386414E-1,4.680017853E0,8.668174438E0,9.851403231E0
4.410111800E1,9.684860229E-2,4.685107269E0,8.666078796E0,9.851930343E0
4.411111400E1,1.025367737E-1,4.685256958E0,8.652906189E0,9.840474179E0
4.412111000E1,9.819580078E-2,4.685406647E0,8.662336578E0,9.848794488E0
4.413110500E1,1.034349060E-1,4.689148865E0,8.655899963E0,9.844969275E0
4.414110100E1,1.083746338E-1,4.688699799E0,8.657845917E0,9.846519526E0
4.415109800E1,1.001417542E-1,4.682263184E0,8.661887512E0,9.846923995E0
4.416109400E1,9.909393311E-2,4.684508514E0,8.662935333E0,9.848902894E0
4.417108900E1,1.062789917E-1,4.681664429E0,8.665180664E0,9.849600651E0
4.418108500E1,1.107696533E-1,4.687801666E0,8.664731598E0,9.852173772E0
4.419108100E1,1.005908203E-1,4.689747620E0,8.655450897E0,9.844830191E0
4.420107800E1,1.062789917E-1,4.681814117E0,8.664731598E0,9.849276741E0
4.421107400E1,1.038839722E-1,4.683760071E0,8.652307434E0,9.839249169E0
4.422107000E1,9.744735718E-2,4.678071899E0,8.658594360E0,9.842007365E0
4.423106700E1,9.744735718E-2,4.686005402E0,8.666228485E0,9.852495053E0
4.424106300E1,1.010398865E-1,4.690046997E0,8.664432220E0,9.852874484E0
4.425106000E1,1.014889526E-1,4.677473145E0,8.658594360E0,9.841763629E0
4.426105700E1,9.879455566E-2,4.680616608E0,8.667425995E0,9.851000232E0
4.427105300E1,9.490264893E-2,4.685706024E0,8.670868835E0,9.856409783E0
4.428104900E1,9.984237671E-2,4.686753845E0,8.655899963E0,9.843791662E0
4.429104500E1,9.879455566E-2,4.673281860E0,8.665030975E0,9.845409362E0
4.430104100E1,1.023870850E-1,4.685107269E0,8.663833466E0,9.850011348E0
4.431103700E1,1.076261902E-1,4.676575012E0,8.664731598E0,9.846802065E0
4.432103300E1,1.077758789E-1,4.678820343E0,8.661737823E0,9.845236288E0
4.433102900E1,1.100212097E-1,4.691843262E0,8.671317902E0,9.859880933E0
4.434102600E1,9.580078125E-2,4.679419098E0,8.658893738E0,9.842894983E0
4.435102200E1,1.035845947E-1,4.680915985E0,8.656798096E0,9.841842180E0
4.436101900E1,1.038839722E-1,4.682263184E0,8.668473816E0,9.852756908E0
4.437101500E1,1.098715210E-1,4.688101044E0,8.666527863E0,9.853885951E0
4.438101300E1,1.049317932E-1,4.691244507E0,8.661737823E0,9.851116070E0
4.439100900E1,1.035845947E-1,4.680915985E0,8.661438446E0,9.845924039E0
4.440100500E1,1.008901978E-1,4.687202911E0,8.672365723E0,9.858497715E0
4.441100100E1,1.043330383E-1,4.693489838E0,8.655750275E0,9.846915510E0
4.442099700E1,1.121168518E-1,4.686604156E0,8.658294983E0,9.845958598E0
4.443099300E1,1.005908203E-1,4.685855713E0,8.667126617E0,9.853245459E0
4.444098900E1,1.062789917E-1,4.685256958E0,8.659043427E0,9.845910880E0
4.445098500E1,1.041833496E-1,4.680466919E0,8.664282532E0,9.848218953E0
4.446098200E1,1.062789917E-1,4.687352600E0,8.650062103E0,9.839011333E0
4.447097900E1,1.001417542E-1,4.694837036E0,8.657396851E0,9.848961539E0
4.448097500E1,1.034349060E-1,4.688101044E0,8.656947784E0,9.845391568E0
4.449097300E1,1.088237000E-1,4.688550110E0,8.660390625E0,9.848690802E0
4.450097100E1,1.061293030E-1,4.687502289E0,8.674311676E0,9.860406898E0
4.451096900E1,1.023870850E-1,4.681814117E0,8.669222260E0,9.853186344E0
4.452096600E1,1.029858398E-1,4.691992950E0,8.660690002E0,9.850530709E0
4.453096200E1,1.121168518E-1,4.690346375E0,8.664132843E0,9.852873552E0
4.454095800E1,1.107696533E-1,4.680017853E0,8.652457123E0,9.837675095E0
4.455095500E1,1.026864624E-1,4.694088593E0,8.669222260E0,9.859027681E0
4.456095100E1,1.043330383E-1,4.686604156E0,8.664132843E0,9.851007148E0
4.457094700E1,1.029858398E-1,4.681514740E0,8.657696228E0,9.842910663E0
4.458094300E1,9.789642334E-2,4.685556335E0,8.648864594E0,9.837015840E0
4.459094000E1,9.669891357E-2,4.692442017E0,8.656648407E0,9.847127723E0
4.460093800E1,1.079255676E-1,4.687651978E0,8.664581909E0,9.851939335E0
4.461093500E1,1.103205872E-1,4.679718475E0,8.665779419E0,9.849247107E0
