"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.400475413E1,1.023870850E-1,4.685556335E0,8.663534088E0,9.849961634E0
2.401475213E1,9.669891357E-2,4.681664429E0,8.649163971E0,9.835414069E0
2.402474913E1,9.550140381E-2,4.681814117E0,8.658145294E0,9.843372587E0
2.403474712E1,1.097218323E-1,4.681963806E0,8.661288757E0,9.846357037E0
2.404474613E1,1.049317932E-1,4.688400421E0,8.665629730E0,9.853184653E0
2.405474513E1,1.007405090E-1,4.690346375E0,8.669072571E0,9.857094755E0
2.406474413E1,1.016386414E-1,4.683311005E0,8.660839691E0,9.846515959E0
2.407474313E1,1.077758789E-1,4.691992950E0,8.660240936E0,9.850187133E0
2.408474112E1,1.118174744E-1,4.675676880E0,8.661288757E0,9.843392727E0
2.409474013E1,1.013392639E-1,4.689148865E0,8.654253387E0,9.843499805E0
2.410473913E1,1.062789917E-1,4.681664429E0,8.657845917E0,9.843148529E0
2.411473713E1,9.864486694E-2,4.689897308E0,8.677305450E0,9.864101452E0
2.412473612E1,1.019380188E-1,4.690046997E0,8.674012299E0,9.861309322E0
2.413473513E1,1.071771240E-1,4.680167542E0,8.660240936E0,9.844553226E0
2.414473313E1,9.819580078E-2,4.687502289E0,8.662935333E0,9.850318204E0
2.415473213E1,1.071771240E-1,4.678820343E0,8.668174438E0,9.850893098E0
2.416473013E1,1.058299255E-1,4.680017853E0,8.660091248E0,9.844335808E0
2.417472812E1,1.053808594E-1,4.683311005E0,8.673114166E0,9.857353419E0
2.418472613E1,1.020877075E-1,4.689747620E0,8.663534088E0,9.851952981E0
2.419472613E1,9.565109253E-2,4.697681122E0,8.667425995E0,9.859088722E0
2.420472413E1,1.032852173E-1,4.682861938E0,8.665480042E0,9.850401419E0
2.421472312E1,1.080752563E-1,4.686903534E0,8.665030975E0,9.851979842E0
2.422472113E1,1.005908203E-1,4.686454468E0,8.659043427E0,9.846421028E0
2.423471913E1,1.068777466E-1,4.688699799E0,8.653055878E0,9.842291637E0
2.424471713E1,1.122665405E-1,4.689747620E0,8.662635956E0,9.851273939E0
2.425471413E1,1.008901978E-1,4.697381744E0,8.663833466E0,9.855840117E0
2.426471213E1,9.759704590E-2,4.690496063E0,8.657546539E0,9.846999065E0
2.427470913E1,1.026864624E-1,4.691244507E0,8.655450897E0,9.845564980E0
2.428470813E1,1.020877075E-1,4.680766296E0,8.666228485E0,9.850051329E0
2.429470713E1,1.023870850E-1,4.688699799E0,8.667725372E0,9.855143431E0
2.430470513E1,1.035845947E-1,4.694387970E0,8.656498718E0,9.847993615E0
2.431470313E1,9.744735718E-2,4.694387970E0,8.665929108E0,9.856221472E0
2.432470113E1,9.879455566E-2,4.681814117E0,8.667575684E0,9.851700971E0
2.433470013E1,9.999206543E-2,4.681814117E0,8.658744049E0,9.843943841E0
2.434469813E1,1.020877075E-1,4.684807892E0,8.649313660E0,9.837096811E0
2.435469713E1,1.119671631E-1,4.680017853E0,8.660091248E0,9.844403698E0
2.436469712E1,1.092727661E-1,4.684059448E0,8.657845917E0,9.844320666E0
2.437469513E1,1.067280579E-1,4.693040771E0,8.665480042E0,9.855281169E0
2.438469413E1,1.059796143E-1,4.685406647E0,8.667875061E0,9.853746759E0
2.439469213E1,1.104702759E-1,4.693190460E0,8.660540314E0,9.851050650E0
2.440469013E1,1.028361511E-1,4.693190460E0,8.655301208E0,9.846362322E0
2.441468912E1,1.058299255E-1,4.691843262E0,8.669371948E0,9.858123713E0
2.442468713E1,1.016386414E-1,4.684358826E0,8.667126617E0,9.852544434E0
2.443468513E1,1.035845947E-1,4.676575012E0,8.664432220E0,9.846495281E0
2.444468413E1,1.049317932E-1,4.687801666E0,8.667126617E0,9.854216303E0
2.445468213E1,1.065783691E-1,4.691394196E0,8.651708679E0,9.842387999E0
2.446468112E1,1.082249451E-1,4.690496063E0,8.655301208E0,9.845136107E0
2.447467913E1,1.004411316E-1,4.696034546E0,8.665330353E0,9.856509473E0
2.448467713E1,1.019380188E-1,4.683011627E0,8.671467590E0,9.855726225E0
2.449467613E1,1.035845947E-1,4.683311005E0,8.663833466E0,9.849169612E0
2.450467513E1,9.864486694E-2,4.679568787E0,8.667126617E0,9.850237492E0
2.451467413E1,1.016386414E-1,4.688550110E0,8.663234711E0,9.851115074E0
2.452467313E1,1.032852173E-1,4.683460693E0,8.671617279E0,9.856085335E0
2.453467213E1,1.070274353E-1,4.677622833E0,8.666527863E0,9.848873816E0
2.454467013E1,1.023870850E-1,4.678970032E0,8.670569458E0,9.853020775E0
2.455466812E1,1.082249451E-1,4.691843262E0,8.666677551E0,9.855780315E0
2.456466712E1,9.894424438E-2,4.685406647E0,8.667575684E0,9.853410254E0
2.457466513E1,9.894424438E-2,4.685107269E0,8.670270081E0,9.855638151E0
2.458466313E1,9.385482788E-2,4.686753845E0,8.656199341E0,9.843996006E0
2.459466213E1,9.894424438E-2,4.691693573E0,8.654253387E0,9.844687920E0
2.460466113E1,1.070274353E-1,4.680616608E0,8.659492493E0,9.844106711E0
2.461465912E1,9.909393311E-2,4.686753845E0,8.653055878E0,9.841283312E0
2.462465713E1,1.023870850E-1,4.686604156E0,8.650062103E0,9.838613521E0
2.463465513E1,1.055305481E-1,4.679119720E0,8.663833466E0,9.847197996E0
2.464465413E1,1.086740112E-1,4.691094818E0,8.655151520E0,9.845294737E0
2.465465212E1,1.040336609E-1,4.691693573E0,8.662785645E0,9.852241710E0
2.466465113E1,1.026864624E-1,4.691244507E0,8.672216034E0,9.860306814E0
2.467464913E1,1.052311707E-1,4.691094818E0,8.662186890E0,9.851442834E0
2.468464813E1,9.909393311E-2,4.685107269E0,8.655750275E0,9.842868614E0
2.469464713E1,9.969268799E-2,4.691693573E0,8.662186890E0,9.851670362E0
2.470464513E1,1.043330383E-1,4.685706024E0,8.666378174E0,9.852554845E0
2.471464413E1,1.041833496E-1,4.684807892E0,8.655899963E0,9.842910308E0
2.472464313E1,1.001417542E-1,4.679868164E0,8.665629730E0,9.849077775E0
2.473464213E1,9.909393311E-2,4.691693573E0,8.668623505E0,9.857324265E0
2.474464112E1,1.010398865E-1,4.691693573E0,8.664581909E0,9.853789997E0
2.475464013E1,1.029858398E-1,4.686604156E0,8.666827240E0,9.853362828E0
2.476463913E1,1.038839722E-1,4.677622833E0,8.656049652E0,9.839621071E0
2.477463713E1,1.031355286E-1,4.679119720E0,8.656498718E0,9.840719910E0
2.478463513E1,9.834548950E-2,4.677772522E0,8.660690002E0,9.843717739E0
2.479463312E1,1.026864624E-1,4.683011627E0,8.666527863E0,9.851388105E0
2.480463154E1,1.053808594E-1,4.686155090E0,8.654552765E0,9.842379703E0
2.481462854E1,1.001417542E-1,4.691843262E0,8.669821014E0,9.858459209E0
2.482462654E1,1.065783691E-1,4.694986725E0,8.667126617E0,9.857654036E0
2.483462454E1,9.834548950E-2,4.686454468E0,8.665480042E0,9.852059260E0
2.484462254E1,1.031355286E-1,4.686604156E0,8.659492493E0,9.846913511E0
2.485462054E1,1.062789917E-1,4.684807892E0,8.663085022E0,9.849251865E0
2.486461754E1,9.939331055E-2,4.683161316E0,8.652008057E0,9.838654499E0
2.487461454E1,1.056802368E-1,4.692591705E0,8.665180664E0,9.854792802E0
2.488461254E1,1.025367737E-1,4.692442017E0,8.665929108E0,9.855346426E0
2.489460954E1,1.041833496E-1,4.692292328E0,8.669970703E0,9.858846457E0
2.490460654E1,1.049317932E-1,4.683311005E0,8.673862610E0,9.858007163E0
2.491460454E1,1.058299255E-1,4.684957581E0,8.658444672E0,9.845237003E0
2.492460254E1,1.106199646E-1,4.690346375E0,8.673563232E0,9.861150290E0
2.493459954E1,9.819580078E-2,4.683161316E0,8.665779419E0,9.850755061E0
2.494459654E1,1.058299255E-1,4.689148865E0,8.668024750E0,9.855656757E0
2.495459454E1,9.849517822E-2,4.685706024E0,8.668174438E0,9.854074809E0
2.496459254E1,9.759704590E-2,4.684508514E0,8.647367706E0,9.835197682E0
2.497458954E1,9.595046997E-2,4.685256958E0,8.662186890E0,9.848569488E0
2.498458754E1,1.023870850E-1,4.681514740E0,8.662486267E0,9.847117939E0
2.499458554E1,9.924362183E-2,4.680915985E0,8.661139069E0,9.845615965E0
2.500458254E1,1.043330383E-1,4.689148865E0,8.653654633E0,9.843004671E0
2.501457954E1,1.010398865E-1,4.691543884E0,8.659342804E0,9.849112187E0
2.502457654E1,1.053808594E-1,4.687202911E0,8.657097473E0,9.845116196E0
2.503457354E1,9.684860229E-2,4.687502289E0,8.656947784E0,9.845039477E0
2.504457154E1,1.052311707E-1,4.681215363E0,8.664282532E0,9.848585820E0
2.505456854E1,1.014889526E-1,4.676724701E0,8.667875061E0,9.849574204E0
2.506456554E1,9.505233765E-2,4.681514740E0,8.666378174E0,9.850468307E0
2.507456354E1,9.684860229E-2,4.686903534E0,8.661438446E0,9.848703485E0
2.508456154E1,1.010398865E-1,4.683610382E0,8.659791870E0,9.845730572E0
2.509455954E1,9.774673462E-2,4.681963806E0,8.675958252E0,9.859137442E0
2.510455754E1,1.065783691E-1,4.685556335E0,8.668473816E0,9.854351091E0
2.511455554E1,1.010398865E-1,4.682562561E0,8.654103699E0,9.840229267E0
2.512455354E1,1.029858398E-1,4.686304779E0,8.663683777E0,9.850455581E0
2.513455154E1,1.095721436E-1,4.682562561E0,8.657696228E0,9.843480186E0
2.514454954E1,1.007405090E-1,4.684059448E0,8.673862610E0,9.858319032E0
2.515454754E1,9.894424438E-2,4.684059448E0,8.662336578E0,9.848161142E0
2.516454654E1,1.013392639E-1,4.695286102E0,8.660989380E0,9.852345826E0
2.517454454E1,1.008901978E-1,4.697531433E0,8.670419769E0,9.861701647E0
2.518454254E1,1.065783691E-1,4.687651978E0,8.662336578E0,9.849950000E0
2.519454154E1,1.049317932E-1,4.690645752E0,8.657396851E0,9.847014191E0
2.520453854E1,1.064286804E-1,4.686903534E0,8.660240936E0,9.847749229E0
2.521453654E1,1.058299255E-1,4.685855713E0,8.655151520E0,9.842768491E0
2.522453454E1,1.014889526E-1,4.686304779E0,8.656498718E0,9.844121218E0
2.523453254E1,1.035845947E-1,4.686005402E0,8.660839691E0,9.847818060E0
2.524452954E1,1.028361511E-1,4.675826569E0,8.657995605E0,9.840468346E0
2.525452654E1,1.077758789E-1,4.686005402E0,8.659492493E0,9.846678247E0
2.526452354E1,1.095721436E-1,4.693340149E0,8.674461365E0,9.863352765E0
2.527452154E1,1.047821045E-1,4.689747620E0,8.670419769E0,9.858036874E0
2.528451854E1,1.047821045E-1,4.690795441E0,8.671467590E0,9.859456949E0
2.529451654E1,1.026864624E-1,4.692891083E0,8.659342804E0,9.849771014E0
2.530451454E1,1.052311707E-1,4.694537659E0,8.657097473E0,9.848608739E0
2.531451154E1,1.049317932E-1,4.679718475E0,8.666527863E0,9.849846744E0
2.532450954E1,9.490264893E-2,4.692142639E0,8.662785645E0,9.852363381E0
2.533450854E1,1.074765015E-1,4.690945129E0,8.663234711E0,9.852317142E0
2.534450754E1,1.049317932E-1,4.681514740E0,8.678502960E0,9.861237477E0
2.535450554E1,1.139131165E-1,4.683011627E0,8.665330353E0,9.850458072E0
2.536450254E1,1.062789917E-1,4.689747620E0,8.664282532E0,9.852655467E0
2.537450054E1,1.026864624E-1,4.686753845E0,8.665030975E0,9.851850989E0
2.538449854E1,1.007405090E-1,4.687801666E0,8.665180664E0,9.852461066E0
2.539449554E1,9.924362183E-2,4.683760071E0,8.658594360E0,9.844730265E0
2.540449254E1,1.055305481E-1,4.683011627E0,8.663833466E0,9.849047919E0
2.541448954E1,1.067280579E-1,4.688999176E0,8.668174438E0,9.855726876E0
2.542448654E1,1.026864624E-1,4.690496063E0,8.661737823E0,9.850736011E0
2.543448454E1,1.052311707E-1,4.691244507E0,8.665629730E0,9.854541453E0
2.544448154E1,1.082249451E-1,4.686903534E0,8.654253387E0,9.842503699E0
2.545447954E1,1.008901978E-1,4.687352600E0,8.660240936E0,9.847904666E0
2.546447554E1,1.013392639E-1,4.678371277E0,8.662037201E0,9.845217921E0
2.547447354E1,9.490264893E-2,4.684508514E0,8.662785645E0,9.848729951E0
2.548447154E1,1.119671631E-1,4.682861938E0,8.662935333E0,9.848257773E0
2.549446954E1,1.031355286E-1,4.676425323E0,8.676407318E0,9.856958694E0
2.550446654E1,1.001417542E-1,4.680915985E0,8.675958252E0,9.858663927E0
2.551446354E1,1.070274353E-1,4.684957581E0,8.668473816E0,9.854071275E0
2.552446054E1,1.028361511E-1,4.680017853E0,8.665629730E0,9.849176666E0
2.553445854E1,1.070274353E-1,4.689298553E0,8.665629730E0,9.853634579E0
2.554445654E1,1.023870850E-1,4.686155090E0,8.669671326E0,9.855644755E0
2.555445354E1,9.909393311E-2,4.686005402E0,8.669671326E0,9.855539921E0
2.556444954E1,1.052311707E-1,4.689597931E0,8.663534088E0,9.851914801E0
2.557444754E1,1.029858398E-1,4.681664429E0,8.670569458E0,9.854306806E0
2.558444554E1,1.083746338E-1,4.686005402E0,8.671467590E0,9.857217754E0
2.559444354E1,1.038839722E-1,4.686753845E0,8.670569458E0,9.856735170E0
2.560444154E1,1.058299255E-1,4.686903534E0,8.660690002E0,9.848137693E0
2.561443954E1,9.909393311E-2,4.685256958E0,8.658893738E0,9.845704298E0
2.562443654E1,1.028361511E-1,4.691094818E0,8.663234711E0,9.852338886E0
2.563443454E1,9.639953613E-2,4.693190460E0,8.655450897E0,9.846428784E0
2.564443254E1,9.954299927E-2,4.684358826E0,8.673712921E0,9.858317415E0
2.565442954E1,1.100212097E-1,4.691693573E0,8.665030975E0,9.854281052E0
2.566442754E1,1.002914429E-1,4.681514740E0,8.657247162E0,9.842487849E0
2.567442554E1,1.020877075E-1,4.676575012E0,8.666078796E0,9.847928587E0
2.568442354E1,1.043330383E-1,4.686155090E0,8.661737823E0,9.848687072E0
2.569442154E1,1.031355286E-1,4.694238281E0,8.663085022E0,9.853707529E0
2.570441854E1,1.019380188E-1,4.694088593E0,8.662635956E0,9.853228952E0
2.571441654E1,1.035845947E-1,4.681215363E0,8.665480042E0,9.849621891E0
2.572441454E1,1.019380188E-1,4.681215363E0,8.675958252E0,9.858824485E0
2.573441154E1,9.580078125E-2,4.677622833E0,8.663683777E0,9.846255621E0
2.574440954E1,1.050814819E-1,4.687202911E0,8.660690002E0,9.848272162E0
2.575440754E1,1.037342834E-1,4.696034546E0,8.655750275E0,9.848122363E0
2.576440554E1,1.034349060E-1,4.689148865E0,8.658145294E0,9.846943475E0
2.577440254E1,1.023870850E-1,4.687651978E0,8.662186890E0,9.849773900E0
2.578440054E1,1.025367737E-1,4.683909760E0,8.664432220E0,9.849970057E0
2.579439854E1,1.071771240E-1,4.687053223E0,8.668024750E0,9.854674419E0
2.580439642E1,1.101708984E-1,4.684658203E0,8.663833466E0,9.849881747E0
2.581439342E1,1.110690308E-1,4.690795441E0,8.665779419E0,9.854523384E0
2.582439042E1,1.058299255E-1,4.688250732E0,8.672365723E0,9.859047729E0
2.583438842E1,1.029858398E-1,4.688849487E0,8.662336578E0,9.850481744E0
2.584438642E1,1.016386414E-1,4.690046997E0,8.655301208E0,9.844851967E0
2.585438342E1,1.047821045E-1,4.684358826E0,8.651259613E0,9.838622352E0
2.586438142E1,1.085243225E-1,4.686005402E0,8.664581909E0,9.851162562E0
2.587437942E1,9.580078125E-2,4.699627075E0,8.666078796E0,9.858833305E0
2.588437742E1,9.639953613E-2,4.686903534E0,8.662336578E0,9.849488951E0
2.589437542E1,1.034349060E-1,4.683011627E0,8.662935333E0,9.848235642E0
2.590437342E1,1.037342834E-1,4.685556335E0,8.660390625E0,9.847211014E0
2.591437042E1,9.729766846E-2,4.689148865E0,8.657247162E0,9.846091221E0
2.592436842E1,1.055305481E-1,4.698130188E0,8.652606812E0,9.846378451E0
2.593436642E1,1.025367737E-1,4.688999176E0,8.660989380E0,9.849363639E0
2.594436442E1,1.052311707E-1,4.672683105E0,8.662037201E0,9.842557060E0
2.595436242E1,1.053808594E-1,4.690496063E0,8.665480042E0,9.854055145E0
2.596436042E1,1.044827271E-1,4.689298553E0,8.659642181E0,9.848342006E0
2.597435842E1,1.055305481E-1,4.691693573E0,8.653355255E0,9.843966805E0
2.598435642E1,1.008901978E-1,4.691693573E0,8.663085022E0,9.852472254E0
2.599435342E1,1.071771240E-1,4.683760071E0,8.655899963E0,9.842443777E0
2.600435142E1,1.043330383E-1,4.683760071E0,8.670120392E0,9.854921684E0
2.601434842E1,1.005908203E-1,4.691094818E0,8.659642181E0,9.849156909E0
2.602434642E1,1.017883301E-1,4.688250732E0,8.666078796E0,9.853475402E0
2.603434442E1,9.385482788E-2,4.689597931E0,8.667276306E0,9.855090870E0
2.604434042E1,1.044827271E-1,4.678970032E0,8.661139069E0,9.844745155E0
2.605433742E1,1.079255676E-1,4.682263184E0,8.674161987E0,9.857805163E0
2.606433442E1,1.115180969E-1,4.693639526E0,8.667425995E0,9.857330352E0
2.607433242E1,1.113684082E-1,4.684807892E0,8.667875061E0,9.853521501E0
2.608432942E1,1.107696533E-1,4.684957581E0,8.662037201E0,9.848450940E0
2.609432742E1,1.098715210E-1,4.684807892E0,8.660540314E0,9.847053126E0
2.610432442E1,1.028361511E-1,4.683760071E0,8.659342804E0,9.845425408E0
2.611432142E1,1.014889526E-1,4.691843262E0,8.674311676E0,9.862422433E0
2.612431942E1,1.107696533E-1,4.680616608E0,8.660690002E0,9.845201525E0
2.613431742E1,1.020877075E-1,4.682712250E0,8.666228485E0,9.850976199E0
2.614431542E1,1.025367737E-1,4.681664429E0,8.668922882E0,9.852853371E0
2.615431442E1,1.140628052E-1,4.691843262E0,8.666827240E0,9.855977776E0
2.616431242E1,1.080752563E-1,4.689148865E0,8.663384399E0,9.851600204E0
2.617431042E1,1.082249451E-1,4.687053223E0,8.669371948E0,9.855870866E0
2.618430942E1,1.115180969E-1,4.691244507E0,8.671168213E0,9.859481198E0
2.619430842E1,1.068777466E-1,4.687801666E0,8.657097473E0,9.845417410E0
2.620430742E1,9.445358276E-2,4.683760071E0,8.657247162E0,9.843498276E0
2.621430642E1,1.013392639E-1,4.689148865E0,8.663983154E0,9.852055157E0
2.622430642E1,9.699829102E-2,4.690945129E0,8.659791870E0,9.849181190E0
2.623430642E1,1.046324158E-1,4.690645752E0,8.662336578E0,9.851354247E0
2.624430542E1,1.056802368E-1,4.686304779E0,8.670719147E0,9.856672426E0
2.625430442E1,1.041833496E-1,4.681065674E0,8.658594360E0,9.843499698E0
2.626430242E1,9.789642334E-2,4.684658203E0,8.664581909E0,9.850410441E0
2.627430042E1,9.400451660E-2,4.687502289E0,8.657247162E0,9.845275160E0
2.628429842E1,9.954299927E-2,4.689448242E0,8.659342804E0,9.848098873E0
2.629429542E1,9.744735718E-2,4.685107269E0,8.659342804E0,9.846011574E0
2.630429242E1,1.079255676E-1,4.683610382E0,8.659642181E0,9.845671986E0
2.631429042E1,1.020877075E-1,4.683760071E0,8.660240936E0,9.846207563E0
2.632428942E1,1.019380188E-1,4.680317230E0,8.668623505E0,9.851943676E0
2.633428742E1,1.056802368E-1,4.686005402E0,8.666677551E0,9.852974917E0
2.634428542E1,1.052311707E-1,4.681365051E0,8.662785645E0,9.847340121E0
2.635428342E1,9.280700684E-2,4.687651978E0,8.668473816E0,9.855208395E0
2.636428142E1,1.007405090E-1,4.686155090E0,8.658893738E0,9.846148432E0
2.637428042E1,1.005908203E-1,4.694238281E0,8.674760742E0,9.863947764E0
2.638427942E1,1.037342834E-1,4.677173767E0,8.666976929E0,9.849020476E0
2.639427642E1,1.008901978E-1,4.680766296E0,8.663085022E0,9.847273432E0
2.640427442E1,1.002914429E-1,4.683909760E0,8.671467590E0,9.856136118E0
2.641427342E1,1.088237000E-1,4.688699799E0,8.650960236E0,9.840470588E0
2.642427142E1,1.064286804E-1,4.682712250E0,8.670120392E0,9.854446138E0
2.643426942E1,1.031355286E-1,4.679718475E0,8.662037201E0,9.845876823E0
2.644426742E1,1.016386414E-1,4.676275635E0,8.657396851E0,9.840142502E0
2.645426442E1,1.049317932E-1,4.691992950E0,8.663085022E0,9.852657034E0
2.646426242E1,1.029858398E-1,4.690046997E0,8.665180664E0,9.853552804E0
2.647425942E1,9.864486694E-2,4.685706024E0,8.666378174E0,9.852496253E0
2.648425742E1,1.026864624E-1,4.682712250E0,8.661288757E0,9.846637064E0
2.649425642E1,1.008901978E-1,4.691244507E0,8.657546539E0,9.847388788E0
2.650425542E1,1.065783691E-1,4.683909760E0,8.659791870E0,9.845931384E0
2.651425242E1,1.052311707E-1,4.687202911E0,8.664432220E0,9.851564872E0
2.652425142E1,1.019380188E-1,4.687352600E0,8.659342804E0,9.847125649E0
2.653424842E1,9.774673462E-2,4.674928436E0,8.655600586E0,9.837882486E0
2.654424742E1,9.954299927E-2,4.686005402E0,8.665779419E0,9.852121009E0
2.655424442E1,9.894424438E-2,4.675976257E0,8.660540314E0,9.842738564E0
2.656424142E1,1.037342834E-1,4.683161316E0,8.662186890E0,9.847651620E0
2.657424042E1,9.924362183E-2,4.678820343E0,8.662635956E0,9.845936766E0
2.658423842E1,9.669891357E-2,4.681365051E0,8.662336578E0,9.846857591E0
2.659423642E1,1.076261902E-1,4.689597931E0,8.658444672E0,9.847465475E0
2.660423442E1,1.032852173E-1,4.688101044E0,8.669371948E0,9.856316209E0
2.661423242E1,1.010398865E-1,4.681365051E0,8.655750275E0,9.841107693E0
2.662423042E1,1.028361511E-1,4.690346375E0,8.666228485E0,9.854615190E0
2.663422842E1,1.047821045E-1,4.678071899E0,8.666527863E0,9.849062959E0
2.664422742E1,1.046324158E-1,4.680167542E0,8.664132843E0,9.847949740E0
2.665422542E1,1.028361511E-1,4.686304779E0,8.660390625E0,9.847557745E0
2.666422242E1,1.064286804E-1,4.675976257E0,8.666378174E0,9.847953680E0
2.667421942E1,1.028361511E-1,4.693489838E0,8.662486267E0,9.852821447E0
2.668421642E1,9.954299927E-2,4.697830811E0,8.662635956E0,9.854987815E0
2.669421342E1,1.040336609E-1,4.681814117E0,8.662935333E0,9.847672569E0
2.670421042E1,1.088237000E-1,4.684508514E0,8.669371948E0,9.854667554E0
2.671420742E1,1.043330383E-1,4.684658203E0,8.666827240E0,9.852451587E0
2.672420542E1,1.062789917E-1,4.681514740E0,8.665180664E0,9.849529503E0
2.673420242E1,1.004411316E-1,4.685556335E0,8.669222260E0,9.854945011E0
2.674420042E1,1.101708984E-1,4.675078125E0,8.664581909E0,9.845987648E0
2.675419742E1,1.131646729E-1,4.688999176E0,8.662935333E0,9.851191202E0
2.676419542E1,1.106199646E-1,4.689747620E0,8.671168213E0,9.858758932E0
2.677419242E1,1.013392639E-1,4.686155090E0,8.664581909E0,9.851157233E0
2.678419042E1,9.954299927E-2,4.689298553E0,8.656648407E0,9.845658504E0
2.679418842E1,9.580078125E-2,4.679269409E0,8.657995605E0,9.842033728E0
2.680418650E1,1.014889526E-1,4.686454468E0,8.662336578E0,9.849326397E0
2.681418350E1,1.076261902E-1,4.682712250E0,8.662486267E0,9.847743180E0
2.682418150E1,1.073268127E-1,4.679119720E0,8.666677551E0,9.849719802E0
2.683418050E1,1.046324158E-1,4.677473145E0,8.667126617E0,9.849303872E0
2.684417850E1,1.047821045E-1,4.688101044E0,8.665180664E0,9.852645666E0
2.685417650E1,1.032852173E-1,4.684508514E0,8.664282532E0,9.850130946E0
2.686417550E1,1.029858398E-1,4.687053223E0,8.659642181E0,9.847257319E0
2.687417350E1,1.035845947E-1,4.699028320E0,8.655750275E0,9.849548707E0
2.688417150E1,1.050814819E-1,4.703818359E0,8.668922882E0,9.863426038E0
2.689417050E1,1.022373962E-1,4.691543884E0,8.658145294E0,9.848071712E0
2.690416950E1,1.032852173E-1,4.684358826E0,8.664581909E0,9.850323096E0
2.691416750E1,1.076261902E-1,4.690645752E0,8.669222260E0,9.857441633E0
2.692416550E1,1.071771240E-1,4.688250732E0,8.671317902E0,9.858140596E0
2.693416350E1,1.019380188E-1,4.680616608E0,8.659043427E0,9.843657666E0
2.694416250E1,1.020877075E-1,4.684508514E0,8.660989380E0,9.847221890E0
2.695416250E1,1.071771240E-1,4.688699799E0,8.668473816E0,9.855852628E0
2.696416150E1,1.049317932E-1,4.683760071E0,8.666378174E0,9.851635891E0
2.697415850E1,1.026864624E-1,4.689148865E0,8.667126617E0,9.854833605E0
2.698415750E1,9.969268799E-2,4.681215363E0,8.667425995E0,9.851293787E0
2.699415550E1,1.088237000E-1,4.679269409E0,8.656798096E0,9.841115692E0
2.700415350E1,1.023870850E-1,4.689298553E0,8.657247162E0,9.846214118E0
2.701415150E1,9.984237671E-2,4.686903534E0,8.650211792E0,9.838861585E0
2.702414950E1,1.077758789E-1,4.686903534E0,8.660091248E0,9.847632243E0
2.703414750E1,1.023870850E-1,4.696782990E0,8.664432220E0,9.856096553E0
2.704414550E1,1.080752563E-1,4.689747620E0,8.650511169E0,9.840566878E0
2.705414250E1,1.146615601E-1,4.688101044E0,8.664581909E0,9.852229105E0
2.706414050E1,1.025367737E-1,4.700076141E0,8.670868835E0,9.863325802E0
2.707413750E1,1.031355286E-1,4.682562561E0,8.660390625E0,9.845780561E0
2.708413450E1,9.999206543E-2,4.676275635E0,8.662935333E0,9.844998772E0
2.709413250E1,9.580078125E-2,4.686155090E0,8.661288757E0,9.848205433E0
2.710413050E1,1.100212097E-1,4.692142639E0,8.669521637E0,9.858443722E0
2.711412750E1,1.083746338E-1,4.696782990E0,8.655600586E0,9.848397688E0
2.712412550E1,1.035845947E-1,4.689897308E0,8.656947784E0,9.846248599E0
2.713412250E1,1.088237000E-1,4.684059448E0,8.674161987E0,9.858668353E0
2.714412050E1,1.067280579E-1,4.697980499E0,8.663833466E0,9.856186989E0
2.715411850E1,1.098715210E-1,4.684508514E0,8.662486267E0,9.848622244E0
2.716411550E1,1.040336609E-1,4.691094818E0,8.666677551E0,9.855378906E0
2.717411250E1,9.654922485E-2,4.677173767E0,8.658893738E0,9.841835040E0
2.718411050E1,1.043330383E-1,4.684059448E0,8.674910431E0,9.859278335E0
2.719410850E1,1.101708984E-1,4.686454468E0,8.673263855E0,9.859031342E0
2.720410550E1,1.085243225E-1,4.677323456E0,8.664731598E0,9.847167405E0
2.721410250E1,1.025367737E-1,4.680167542E0,8.659941559E0,9.844240438E0
2.722410050E1,1.073268127E-1,4.682712250E0,8.658744049E0,9.844448261E0
2.723409850E1,9.789642334E-2,4.687202911E0,8.654253387E0,9.842538115E0
2.724409650E1,1.026864624E-1,4.701273651E0,8.658594360E0,9.853109902E0
2.725409450E1,9.969268799E-2,4.686753845E0,8.672515411E0,9.858403715E0
2.726409150E1,1.023870850E-1,4.677473145E0,8.670569458E0,9.852310027E0
2.727408850E1,1.014889526E-1,4.682712250E0,8.668174438E0,9.852681976E0
2.728408550E1,1.011895752E-1,4.688550110E0,8.661737823E0,9.849794088E0
2.729408350E1,1.061293030E-1,4.695735168E0,8.661588135E0,9.853136618E0
2.730408150E1,1.064286804E-1,4.686753845E0,8.668773193E0,9.855182258E0
2.731407950E1,1.044827271E-1,4.683760071E0,8.655600586E0,9.842151520E0
2.732407750E1,1.119671631E-1,4.691394196E0,8.655600586E0,9.845869065E0
2.733407550E1,1.019380188E-1,4.683311005E0,8.659791870E0,9.845597420E0
2.734407350E1,9.894424438E-2,4.681664429E0,8.665330353E0,9.849655928E0
2.735407150E1,1.047821045E-1,4.680017853E0,8.653654633E0,9.838662759E0
2.736406850E1,1.067280579E-1,4.687651978E0,8.663534088E0,9.851004763E0
2.737406750E1,1.017883301E-1,4.683610382E0,8.663384399E0,9.848898229E0
2.738406550E1,1.041833496E-1,4.688999176E0,8.659043427E0,9.847669801E0
